rikishi1,odds1,rikishi2,odds2,ts,basho
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:05:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:05:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:05:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:05:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:06:07Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:06:07Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:06:07Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:06:07Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:06:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:10:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:10:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:10:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:10:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:10:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:10:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:10:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:10:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:10:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:10:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:15:13Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:15:13Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:15:13Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:15:13Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:15:13Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:16:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:16:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:16:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:16:06Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:16:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:20:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:20:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:20:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:20:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:20:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:21:07Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:21:07Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:21:07Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:21:07Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:21:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:25:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:25:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:25:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:25:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:25:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:26:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:26:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:26:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:26:06Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:26:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:30:13Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:30:13Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:30:13Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:30:13Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:30:13Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:31:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:31:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:31:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:31:05Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:31:05Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:35:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:35:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:35:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:35:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:35:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:35:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:35:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:35:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:35:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:35:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:40:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:40:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:40:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:40:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:40:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:41:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:41:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:41:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:41:05Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:41:05Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:45:11Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:45:11Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:45:11Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:45:11Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:45:11Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:46:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:46:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:46:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:46:06Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:46:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:50:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:50:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:50:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:50:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:50:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:51:07Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:51:07Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:51:07Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:51:07Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:51:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:55:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:55:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:55:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:55:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:55:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T05:56:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T05:56:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T05:56:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T05:56:06Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T05:56:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:00:11Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:00:11Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:00:11Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:00:11Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:00:11Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:01:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:01:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:01:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:01:06Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:01:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:05:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:05:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:05:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:05:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:05:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:05:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:05:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:05:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:05:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:05:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:10:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:10:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:10:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:10:08Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:10:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:10:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:10:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:10:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:10:09Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:10:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:15:11Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:15:11Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:15:11Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:15:11Z,2018-03
Kaisei,1.44444444444444,Ryuden,2.78,2018-03-19T06:15:11Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:16:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:16:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:16:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:16:06Z,2018-03
Kaisei,1.46,Ryuden,2.73,2018-03-19T06:16:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:20:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:20:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:20:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:20:09Z,2018-03
Ichinojo,1.47,Takakeisho,2.69,2018-03-19T06:20:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:21:07Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:21:07Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:21:07Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:21:07Z,2018-03
Chiyoshoma,2.13,Hokutofuji,1.72,2018-03-19T06:24:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:25:10Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:25:10Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:25:10Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:25:10Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:26:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:26:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:26:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:26:05Z,2018-03
Kaisei,1.47,Ryuden,2.68,2018-03-19T06:28:05Z,2018-03
Kakuryu,1.28,Shodai,3.72,2018-03-19T06:28:05Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:30:13Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:30:13Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:30:13Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:30:13Z,2018-03
Kaisei,1.47,Ryuden,2.68,2018-03-19T06:30:13Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:31:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:31:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:31:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:31:05Z,2018-03
Kaisei,1.47,Ryuden,2.68,2018-03-19T06:31:05Z,2018-03
Kaisei,1.49,Ryuden,2.625,2018-03-19T06:34:06Z,2018-03
Takayasu,1.2,Chiyotairyu,4.55,2018-03-19T06:34:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:35:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:35:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:35:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:35:09Z,2018-03
Kaisei,1.53333333333333,Ryuden,2.5,2018-03-19T06:35:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:36:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:36:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:36:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:36:08Z,2018-03
Kaisei,1.53333333333333,Ryuden,2.5,2018-03-19T06:36:08Z,2018-03
Chiyomaru,3.52,Goeido,1.3,2018-03-19T06:37:05Z,2018-03
Mitakeumi,1.45,Kotoshogiku,2.76,2018-03-19T06:37:05Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:39:07Z,2018-03
Kaisei,1.51,Ryuden,2.56,2018-03-19T06:39:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:40:09Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:40:09Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:40:09Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:40:09Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:40:09Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:41:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:41:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:41:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:41:05Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:41:05Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:45:11Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:45:11Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:45:11Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:45:11Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:45:11Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:46:05Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:46:05Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:46:05Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:46:05Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:46:05Z,2018-03
Kaisei,1.53,Ryuden,2.51,2018-03-19T06:47:05Z,2018-03
Kakuryu,1.26,Shodai,3.86,2018-03-19T06:47:05Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:50:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:50:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:50:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:50:08Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:50:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:51:07Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:51:07Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:51:07Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:51:07Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:51:07Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:55:08Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:55:08Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:55:08Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:55:08Z,2018-03
Ishiura,1.59,Nishikigi,2.36,2018-03-19T06:55:08Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:56:06Z,2018-03
Arawashi,2.53,Takarafuji,1.52,2018-03-19T06:56:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:56:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:56:06Z,2018-03
Ishiura,1.63,Nishikigi,2.29,2018-03-19T06:56:06Z,2018-03
Ishiura,1.68,Nishikigi,2.19,2018-03-19T06:57:06Z,2018-03
Abi,1.98,Okinoumi,1.83,2018-03-19T06:59:06Z,2018-03
Aminishiki,1.99,Hidenoumi,1.82,2018-03-19T06:59:06Z,2018-03
Arawashi,2.625,Takarafuji,1.49,2018-03-19T06:59:06Z,2018-03
Chiyomaru,3.52,Goeido,1.3,2018-03-19T06:59:06Z,2018-03
Chiyonokuni,1.73,Yoshikaze,2.11,2018-03-19T06:59:06Z,2018-03
Chiyoshoma,2.13,Hokutofuji,1.72,2018-03-19T06:59:06Z,2018-03
Daiamami,1.7,Asanoyama,2.15,2018-03-19T06:59:06Z,2018-03
Daishomaru,1.53333333333333,Myogiryu,2.5,2018-03-19T06:59:06Z,2018-03
Endo,2.15,Tamawashi,1.7,2018-03-19T06:59:06Z,2018-03
Ichinojo,1.47,Takakeisho,2.69,2018-03-19T06:59:06Z,2018-03
Ikioi,1.38,Kotoyuki,3.05,2018-03-19T06:59:06Z,2018-03
Ishiura,1.68,Nishikigi,2.19,2018-03-19T06:59:06Z,2018-03
Kagayaki,1.65,Tochiozan,2.25,2018-03-19T06:59:06Z,2018-03
Kaisei,1.53,Ryuden,2.51,2018-03-19T06:59:06Z,2018-03
Kakuryu,1.26,Shodai,3.86,2018-03-19T06:59:06Z,2018-03
Mitakeumi,1.45,Kotoshogiku,2.76,2018-03-19T06:59:06Z,2018-03
Takayasu,1.2,Chiyotairyu,4.55,2018-03-19T06:59:06Z,2018-03
Yutakayama,1.7,Daieisho,2.15,2018-03-19T06:59:06Z,2018-03
Kakuryu,1.18,Chiyomaru,4.85,2018-03-19T10:04:06Z,2018-03
Kakuryu,1.23,Chiyomaru,4.2,2018-03-19T10:12:06Z,2018-03
Takayasu,1.33,Shodai,3.32,2018-03-19T10:14:05Z,2018-03
Mitakeumi,1.55,Shohozan,2.45,2018-03-19T10:15:12Z,2018-03
Tamawashi,1.55,Chiyotairyu,2.45,2018-03-19T10:15:12Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:16:06Z,2018-03
Ichinojo,1.6,Kaisei,2.34,2018-03-19T10:17:06Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:20:08Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:20:08Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:20:09Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:20:09Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:24:07Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:25:08Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:25:08Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:25:08Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:25:09Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:25:09Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:25:09Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:30:13Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:30:13Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:30:13Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:31:05Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:31:05Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:31:05Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:35:08Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:35:08Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:35:08Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:36:07Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:36:07Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:36:07Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:40:09Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:40:09Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:40:09Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:41:06Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:41:06Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:41:06Z,2018-03
Endo,1.45,Arawashi,2.76,2018-03-19T10:42:08Z,2018-03
Kotoshogiku,1.72,Takarafuji,2.12,2018-03-19T10:43:05Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:45:11Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:45:11Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:45:11Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:45:12Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:45:12Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:45:12Z,2018-03
Kotoshogiku,1.68,Takarafuji,2.19,2018-03-19T10:46:05Z,2018-03
Kotoshogiku,1.67,Takarafuji,2.2,2018-03-19T10:47:06Z,2018-03
Hokutofuji,2.24,Takakeisho,1.65,2018-03-19T10:50:09Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:50:09Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:50:09Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:50:09Z,2018-03
Hokutofuji,2.16,Takakeisho,1.7,2018-03-19T10:51:07Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:51:07Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:51:07Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:51:07Z,2018-03
Hokutofuji,2.01,Takakeisho,1.8,2018-03-19T10:53:05Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:55:08Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:55:08Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:55:08Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T10:56:06Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T10:56:06Z,2018-03
Tamawashi,1.59,Chiyotairyu,2.36,2018-03-19T10:56:06Z,2018-03
Endo,1.44,Arawashi,2.79,2018-03-19T10:58:05Z,2018-03
Hokutofuji,2.04,Takakeisho,1.78,2018-03-19T10:58:05Z,2018-03
Mitakeumi,1.68,Shohozan,2.19,2018-03-19T11:00:11Z,2018-03
Okinoumi,1.7,Yoshikaze,2.15,2018-03-19T11:00:11Z,2018-03
Takayasu,1.36363636363636,Shodai,3.125,2018-03-19T11:00:11Z,2018-03
